,categories,seedwords,words
32,wealthy,['shop'],"['super_market', 'boutique', 'house', 'resturaunt', 'subway', 'pizzeria', 'grocery_store', 'grocery', 'apartment', 'little_store', 'flower_shop', 'factory', 'jewelry_store', 'parlor', 'small_cafu00e9', 'small_cafe', 'train_station', 'hot_topic', 'small_coffee_shop', 'walmart', 'little_shop', 'small_store', 'tesco', 'convenience_store', 'shop', 'shopping_center', 'wealthy', 'checkout', 'little_coffee_shop', 'music_store', 'corner_store', 'museum', 'clothing_store', 'cafe', 'small_restaurant', 'till', 'small_shop', 'diner', 'pub', 'corner_shop', 'resteraunt', 'mall', 'shopping_mall', 'little_cafe', 'restaraunt', 'ice_cream_parlor', 'store', 'bookstore', 'few_shops', 'pet_shop', 'bookshop', 'shops', 'coffee_shop', 'bakery', 'stores', 'shoe_store', 'shopping_centre', 'hardware_store', 'market_place', 'pet_store', 'gas_station', 'book_store', 'cash_register', 'resturant', 'restaurant', 'supermarket', 'market', 'department_store', 'cafu00e9', 'starbucks', 'small_diner', 'gift_shop', 'parlour', 'target', 'ice_cream_shop', 'convenient_store']"
33,tourism,['embassy'],"['providence', 'military_base', 'dea', 'turks', 'citadel', 'contractor', 'evacuation', 'intrepid', 'prague', 'tourism', 'palace', 'colonists', 'crete', 'headquarters', 'solicitor', 'baghdad', 'royal_palace', 'enterprise', 'senator', 'higherups', 'senate', 'agency', 'ambassador', 'mi6', 'hq', 'buckingham_palace', 'york', 'head_quarters', 'city_hall', 'regiment', 'pentagon', 'compound', 'shield', 'norfolk', 'cathedral', 'executive', 'congress', 'embassy', 'province']"
34,furniture,['creaky'],"['flooring', 'dusty', 'tiled', 'wood_floors', 'concrete_walls', 'hard_wood_floors', 'cracked', 'rusting', 'grubby', 'furniture', 'bricked', 'red_bricks', 'rusted', 'hardwood', 'siding', 'dingy', 'old_wood', 'rusty', 'sparsely', 'hardwood_floors', 'carpets', 'carpeted', 'wooden', 'walls', 'cramped', 'marble', 'gigantic', 'carpeting', 'musty', 'dilapidated', 'wood_flooring', 'oak', 'spacious', 'marble_floors', 'decrepit', 'rugs', 'worn', 'rickety', 'rustic', 'dark_wood', 'gray_walls', 'creaky', 'grey_stone', 'high_ceilings', 'wooden_floors', 'furnishings', 'sturdy', 'cement_walls', 'red_brick', 'quaint']"
35,school,['essay'],"['portfolio', 'maths_homework', 'extra_credit', 'power_point', 'coursework', 'gcse', 'graded', 'textbook', 'assignment', 'math_problems', 'science_test', 'science_project', 'grade', 'projects', 'math_problem', 'pop_quiz', 'review', 'geography', 'semester', 'lectures', 'psychology', 'rough_draft', 'assignments', 'lesson_plan', 'thesis', 'revising', 'english_essay', 'project', 'group_project', 'english_assignment', 'write', 'script', 'homeworks', 'manuscripts', 'math_test', 'agenda', 'research_paper', 'planner', 'math', 'final_exam', 'science_homework', 'substitute', 'art_project', 'syllabus', 'presentation', 'first_project', 'report_card', 'mathematics', 'first_problem', 'essays', 'resume', 'experiment', 'book_report', 'curriculum', 'worksheets', 'school_project', 'equations', 'revision', 'new_assignment', 'lessons', 'shakespeare', 'english_homework', 'quiz', 'history_project', 'article', 'report', 'creative_writing', 'manuscript', 'test', 'exam', 'new_schedule', 'classwork', 'evaluation', 'lesson', 'work_sheet', 'calculus', 'last_test', 'worksheet', 'powerpoint', 'application', 'scripts', 'class_work', 'equation', 'schedule', 'english_teacher', 'seating_chart', 'english_paper', 'final_exams', 'biography', 'lecture', 'study_guide', 'page_essay', 'presentations', 'entries', 'own_work', 'other_subjects', 'formulas', 'essay', 'first_assignment', 'homework_assignment', 'assessment', 'applications', 'quizzes', 'exams', 'deadline', 'school', 'english_project', 'macbeth', 'novel', 'reviewing', 'physics', 'geometry', 'maths', 'paragraph', 'revise', 'examinations', 'notes', 'math_homework', 'new_project', 'autobiography', 'creative_writing_class', 'homework', 'literature', 'algebra']"
36,magic,['earth'],"['globe', 'souls', 'planet_earth', 'entire_planet', 'new_world', 'other_angels', 'entire_world', 'world', 'vessel', 'heavens', 'region', 'earth', 'planets', 'dead', 'human_world', 'other_planets', 'seas', 'mortal_world', 'power', 'human_race', 'spirit', 'battlefield', 'wasteland', 'beings', 'planet', 'soil', 'magic', 'spirits', 'kingdom', 'angels', 'dragons', 'realm', 'realms', 'heaven', 'afterlife', 'dimension', 'sands', 'creatures', 'asteroid', 'worlds', 'lost_souls', 'comet', 'solar_system', 'underworld', 'mankind', 'foundations', 'mortals', 'home_planet', 'humanity', 'orbit', 'lands', 'land', 'hell', 'universe']"
37,beach,['deck'],"['mountain', 'wharf', 'tower', 'veranda', 'courtyard', 'pavilion', 'ladder', 'canoe', 'small_platform', 'shuttle', 'railings', 'railing', 'cliffs', 'cove', 'beach', 'roof', 'pier', 'platform', 'balcony', 'upper_deck', 'patio', 'moat', 'cockpit', 'shore', 'crate', 'main_deck', 'deck', 'lifeboat', 'small_boat', 'warship', 'wooden_planks', 'tents', 'shoreline', 'galley', 'trireme', 'yacht', 'terrace', 'rafters', 'boards', 'rigging', 'barrels', 'ladders', 'gangway', 'dock', 'rails', 'ramp', 'yard', 'wagon', 'sandy_beach', 'rail', 'jetty', 'riverbank', 'fountain', 'ledge', 'logs', 'canyon', 'ravine', 'top_deck', 'boat', 'mats', 'tent', 'docks', 'stream', 'roof_top', 'mast', 'hull', 'raft', 'ship', 'plank', 'hangar', 'fire_pit', 'boats', 'walkway', 'rooftop', 'barricade', 'harbor', 'decks', 'battlements', 'sand', 'oars', 'river_bank', 'rock_wall']"
38,journalism,['essay'],"['agenda', 'research_paper', 'classwork', 'formulas', 'essay', 'first_assignment', 'work_sheet', 'extra_credit', 'calculus', 'homework_assignment', 'coursework', 'final_exam', 'science_homework', 'textbook', 'assignment', 'math_problems', 'worksheet', 'art_project', 'syllabus', 'science_test', 'presentation', 'journalism', 'application', 'quizzes', 'exams', 'class_work', 'deadline', 'projects', 'english_project', 'equation', 'macbeth', 'essays', 'pop_quiz', 'resume', 'book_report', 'semester', 'worksheets', 'novel', 'equations', 'reviewing', 'english_paper', 'assignments', 'revision', 'rough_draft', 'final_exams', 'paragraph', 'biography', 'revise', 'new_assignment', 'lesson_plan', 'notes', 'english_homework', 'quiz', 'history_project', 'revising', 'math_homework', 'report', 'creative_writing', 'english_essay', 'project', 'manuscript', 'test', 'english_assignment', 'new_project', 'exam', 'group_project', 'script', 'homework', 'math_test', 'algebra']"
39,morning,['toast'],"['grilled_cheese', 'bacon', 'oatmeal', 'omelet', 'macaroni', 'cereal', 'waffle', 'pancake', 'toast', 'morning', 'pancakes', 'banana', 'french_toast', 'spaghetti', 'sandwich', 'chocolate_cake', 'bagel', 'orange_juice', 'bread', 'chocolate_chip_pancakes', 'pop_tart', 'biscuit', 'omelette', 'lasagna', 'toasted_bread', 'mashed_potatoes', 'muffin', 'sausage', 'eggs', 'waffles', 'scrambled_eggs', 'sandwhich', 'pasta', 'plate', 'noodles', 'lasagne', 'garlic_bread']"
40,banking,['money'],"['funds', 'extra_cash', 'savings', 'paychecks', 'too_much_money', 'pay', 'winnings', 'expenses', 'salary', 'millions_of_dollars', 'thousands_of_dollars', 'that_much_money', 'discount', 'much_money', 'job', 'mortgage', 'credit_cards', 'budget', 'trust_fund', 'twenty_dollars', 'dollars', 'cash', 'banking', 'good_money', 'enough_money', 'piggy_bank', 'black_market', 'taxes', 'fake_id', 'two_hundred_dollars', 'paid', 'little_money', 'college_fund', 'sell', 'own_money', 'gas_money', 'how_much_money', 'fifty_dollars', 'life_savings', 'wages', 'pocket_money', 'a_hundred_dollars', 'money', 'allowance', 'more_money', 'insurance', 'a_thousand_dollars', 'charity', 'tax', 'big_money', 'large_sum', 'bills', 'bank_accounts', 'pay_check', 'as_much_money', 'merchandise', 'extra_money', 'goods', 'jobs', 'fortune', 'earnings', 'donations', 'credit_card', 'so_much_money', 'paycheck', 'loans', 'buy', 'rent', 'bank_account', 'only_money']"
41,social_media,['follow'],"['stalk', 'continue', 'chase', 'fallow', 'follows', 'social_media', 'follow', 'lead', 'leave', 'walk', 'carry', 'followed', 'following', 'enter', 'direct']"
42,exercise,['skate'],"['skating', 'surfing', 'penny_boards', 'swim', 'skated', 'ride', 'bike', 'ramps', 'surf', 'skate_park', 'skate', 'ice', 'penny', 'goof', 'surfboard', 'play', 'ski', 'skatepark', 'skates', 'skateboard', 'paddle', 'rink', 'penny_board', 'skateboarding', 'volleyball', 'exercise', 'dance']"
43,night,['sleepy'],"['hungover', 'exhausted', 'asleep', 'woozy', 'sleep', 'tired', 'droopy', 'energized', 'rested', 'yawn', 'comfy', 'tiered', 'awake', 'sleeping', 'cranky', 'major_headache', 'alseep', 'little_nap', 'yawned', 'night', 'grumpy', 'tierd', 'yawning', 'groggy', 'drowsy', 'hungry', 'exausted', 'refreshed', 'dizzy', 'nap', 'sleepy']"
44,kill,['skeleton'],"['scales', 'trident', 'kill', 'antlers', 'falcon', 'sickle', 'insect', 'scythe', 'obsidian', 'thorns', 'bamboo', 'tusks', 'stump', 'griffin', 'large_hole', 'angel_wings', 'swan', 'scarecrow', 'stag', 'serpent', 'skeletons', 'claw', 'carcass', 'gaping_hole', 'dagger', 'broadsword', 'eagle', 'spider', 'talons', 'giant', 'long_tail', 'crest', 'small_hole', 'protruding', 'lion', 'statue', 'pentagram', 'patch', 'scorpion', 'dragon', 'lizard', 'webs', 'creature', 'impaled', 'ax', 'skeleton', 'sphere', 'snake', 'vulture', 'resembling', 'armor', 'lightning_bolt', 'beak', 'fang', 'spike', 'spear', 'silver_sword', 'sprouted', 'beetle', 'bronze', 'black_wings', 'rod', 'crow', 'reptile', 'icicles', 'wood', 'hound', 'corpse', 'pure_gold', 'long_sword', 'ghoul', 'viper', 'tentacles', 'cobra', 'pitchfork', 'coal', 'rake', 'axe', 'slab', 'orb', 'armour', 'glowing_red_eyes', 'stone', 'golden_sword', 'slash', 'chainsaw', 'rodent', 'boar', 'skull', 'chink', 'sword', 'skulls', 'spikes']"
45,blue_collar_job,[''],"['', 'blue_collar_job']"
46,art,['dance'],"['dj', 'tango', 'slow_dance', 'slow_dancing', 'waltz', 'art', 'perform', 'slow_songs', 'dance_floor', 'other_dancers', 'twerk', 'dances', 'choreography', 'skate', 'slow_song', 'serenade', 'singing', 'twerking', 'dance_moves', 'play', 'dancers', 'practise', 'hip_hop', 'dancing', 'flirt', 'first_dance', 'along', 'practice', 'danced', 'dance_partner', 'rap', 'sing', 'dance']"
47,ridicule,['ludicrous'],"['baffles', 'legitimate', 'inconsequential', 'false', 'unacceptable', 'incompetent', 'illogical', 'feasible', 'unreasonable', 'reasonable', 'ridicule', 'troubling', 'literal', 'frivolous', 'unforgivable', 'opposed', 'predictable', 'unprofessional', 'baffling', 'unintentional', 'hypocritical', 'redundant', 'infuriating', 'disappointing', 'contradicts', 'barbaric', 'shameful', 'poetic', 'farfetched', 'appealing', 'plausible', 'meaningless', 'dreadful', 'impractical', 'different_matter', 'inconvenient', 'irrational', 'accurate', 'untrue', 'preposterous', 'inconceivable', 'inadequate', 'devastating', 'absurd', 'unavoidable', 'deluded', 'agreeable', 'bizarre', 'logical', 'rewarding', 'unnecessary', 'degrading', 'probable', 'improbable', 'intentional', 'contradictory', 'justified', 'insulting', 'problematic', 'mortifying', 'ridiculous', 'admirable', 'morbid', 'humiliating', 'improper', 'disastrous', 'outrageous', 'unethical', 'beneficial', 'straightforward', 'irrelevant', 'ludicrous', 'rational', 'distasteful', 'contrary', 'questionable', 'inaccurate', 'ingenious', 'atrocious', 'laughable', 'incorrect', 'unprecedented', 'promising', 'unrealistic', 'appalling', 'trivial']"
48,play,['wrestle'],"['stab', 'chase', 'claw', 'pin', 'push', 'strangle', 'drag', 'pummel', 'whack', 'flail', 'swat', 'punch', 'throw', 'ram', 'impale', 'wriggle', 'dodge', 'lunge', 'hurl', 'fight', 'battle', 'play', 'wrench', 'wrestled', 'kick', 'tickle', 'struggle', 'launch', 'thrash', 'shove', 'wrestling', 'tackle', 'wrestle', 'haul', 'yank', 'pry', 'attack', 'fighting']"
49,computer,['code'],"['code', 'database', 'manual', 'gadget', 'file', 'passcode', 'tracker', 'mechanism', 'software', 'padlock', 'device', 'transmitter', 'user', 'combination', 'coordinates', 'identification', 'sensor', 'security_code', 'activate', 'passwords', 'enter', 'pass_code', 'password', 'vault', 'key_pad', 'document', 'codes', 'computer', 'keyed', 'slot', 'fingerprint', 'keypad', 'last_number', 'programmed', 'key', 'scanner', 'combo', 'security_system', 'numbers', 'manually']"
50,college,['schoolers'],"['grade_level', 'fived', '3rd_year', 'junior', 'freshmen', 'high', 'musical', 'pitched', '4th_year', 'schoolers', 'ranking', 'grades', 'fives', 'average_grades', 'waisted', 'college', '2nd_year', 'honor_roll']"
51,optimism,['perseverance'],"['selflessness', 'honors', 'enlightenment', 'failures', 'equality', 'strengthen', 'restoring', 'certain_level', 'discipline', 'surpass', 'intellect', 'adversity', 'tenacity', 'independence', 'cultivate', 'impart', 'intelligence', 'fulfillment', 'redemption', 'whereby', 'instill', 'devotion', 'leadership', 'fearlessness', 'individuality', 'efficiency', 'attaining', 'advancement', 'perseverance', 'yog', 'high_level', 'credibility', 'prosperity', 'generosity', 'humility', 'unity', 'imbued', 'undermine', 'convictions', 'acquiring', 'mastery', 'attained', 'persevere', 'liberation', 'culmination', 'ambition', 'cleverness', 'successes', 'endurance', 'pettiness', 'diplomacy', 'tribulations', 'cunning', 'excellence', 'willingness', 'integrity', 'capability', 'commend', 'limitations', 'prejudices', 'ideals', 'utilize', 'yagya', 'virtues', 'wisdom', 'bravery', 'virtue', 'lack', 'effectiveness', 'righteousness', 'optimism', 'attain', 'morality', 'resilience', 'obtaining']"
52,stealing,['monetary'],"['', 'monetary', 'stealing']"
53,real_estate,['duplex'],"['small_hotel', 'only_house', 'huge_house', 'quiet_neighborhood', 'studio_apartment', 'white_building', 'huge_houses', 'first_house', 'beautiful_house', 'the_end_of_the_road', 'second_house', 'beautiful_mansion', 'massive_house', 'apartment_block', 'last_house', 'enormous_house', 'duplex', 'tiny_house', 'big_white_house', 'big_gate', 'large_home', 'downtown_london', 'really_big_house', 'little_bakery', 'yellow_house', 'small_neighborhood', 'golf_course', 'big_mansion', 'condominium', 'old_warehouse', 'strip_mall', 'actual_house', 'large_mansion', 'suburban', 'apartment_buildings', 'large_gate', 'real_estate', 'huge_mansion', 'pent_house', 'city_hall', 'grand_house', 'gated_community', 'car_dealership', 'big_ass_house', 'gigantic_house', 'giant_house', 'complex', 'white_house', 'giant_mansion', 'condos', 'townhouse', 'little_shack', 'huge_hotel', 'storey_house', 'nice_neighborhood', 'subdivision', 'fancy_hotel']"
54,home,['chore'],"['motivation', 'worthwhile', 'tasks', 'hassle', 'normal_teenager', 'productive', 'long_process', 'basis', 'long_hours', 'chores', 'daily_thing', 'cleaning', 'bore', 'tiring_day', 'normal_day', 'beneficial', 'hobby', 'task', 'second_nature', 'daily_life', 'luxuries', 'good_deal', 'functions', 'hard_task', 'home', 'essential', 'regular_thing', 'therapy_sessions', 'bare_minimum', 'other_job', 'requirement', 'travelling', 'school_work', 'new_experience', 'too_much_work', 'perfectionist', 'more_work', 'drawbacks', 'much_work', 'tedious', 'mundane', 'different_ideas', 'learning', 'meditation', 'daily_routine', 'necessity', 'planning', 'difficult_task', 'routine', 'norm', 'socializing', 'complication', 'traveling', 'renovations', 'improving', 'crisis', 'difficulties', 'hindrance', 'hermit', 'chore', 'simple_task', 'ritual', 'easy_task', 'work', 'hard_day', 'schoolwork', 'disaster', 'exercising', 'whim', 'housework', 'major_problem', 'top_priority', 'exhausting', 'nuisance', 'exercise', 'strenuous']"
55,divine,['biblical'],"['', 'biblical', 'divine']"
56,sexual,['kiss'],"['make_out_session', 'whisper', 'tease', 'last_kiss', 'peck', 'kissing', 'deepen', 'pecked', 'touching', 'kissed', 'little_kiss', 'sexual', 'passionately', 'giggle', 'so_much_passion', 'lips', 'punch', 'cuddle', 'moan', 'pecking', 'soft_lips', 'slap', 'smile', 'pecks', 'hug', 'kisses', 'soft_kiss', 'mine', 'blush', 'caress', 'simple_kiss', 'tickling', 'passionate_kiss', 'just_a_peck', 'tickle', 'pinch', 'lick', 'real_kiss', 'small_kiss', 'kiss', 'lean', 'cheek', 'long_kiss', 'touch', 'fuck', 'makeout', 'sweet_kiss']"
57,fear,['unbridled'],"['unbridled', '', 'fear']"
58,irritability,['laziness'],"['motivation', 'recklessness', 'consequence', 'failures', 'improvement', 'social_interaction', 'sleep_deprivation', 'better_words', 'common_sense', 'insomnia', 'participation', 'weight_loss', 'disruption', 'mental_state', 'laziness', 'failure', 'punctuality', 'social_anxiety', 'stubbornness', 'professionalism', 'irritability', 'lateness', 'other_problems', 'clumsiness', 'social_life', 'ignorance', 'ocd', 'idiocy', 'suicidal_thoughts', 'social_skills', 'creativity', 'self_confidence', 'tolerance', 'originality', 'physical_activity', 'carelessness', 'tardiness', 'disorder', 'inability', 'learning', 'successes', 'migraines', 'stupidity', 'stress', 'swearing', 'nutrition', 'enjoyment', 'procrastination', 'persistence', 'deadlines', 'blindness', 'forgetfulness', 'boredom', 'causes', 'lack', 'selfconfidence', 'disregard', 'foul_language', 'violence', 'exercise']"
59,superhero,['disguise'],"['commoner', 'glamour', 'disguise', 'decoy', 'spawn', 'killer', 'spy', 'villain', 'criminal', 'magical_powers', 'costume', 'identity', 'disguised', 'thief', 'real_identity', 'disguises', 'charm', 'mask', 'robin_hood', 'sorceress', 'true_identity', 'superhero', 'true_form', 'true_nature', 'magician']"
60,business,['office'],"['main_hall', 'computer_room', 'office', 'english_room', 'precinct', 'control_room', 'dorm_building', 'receptionist_desk', 'headmistress', 'auditorium', 'interrogation_room', 'office_room', 'restrooms', 'meeting_room', 'library', 'principal_office', 'main_room', 'lobby', 'office_door', 'principalu2019s_office', 'vice_principal', 'school_office', 'secretary', 'school_building', 'headmasters_office', 'science_lab', 'principal', 'main_doors', 'home_office', 'paperwork', 'dining_room', 'registration', 'main_office', 'nurses_station', 'private_room', 'desk', 'principle', 'dorm_room', 'training_room', 'english_classroom', 'building', 'computer_lab', 'fathers_office', 'homeroom', 'study_room', 'cubicle', 'main_reception', 'class_room', 'small_office', 'reception_desk', 'ward', 'office_building', 'classroom', 'front_office', 'reception_area', 'backroom', 'main_building', 'house', 'receptionist', 'paper_work', 'own_office', 'back_room', 'parlor', 'band_room', 'storage_room', 'hallway', 'librarian', 'main_entrance', 'waiting_area', 'art_room', 'interview_room', 'principals', 'laboratory', 'main_desk', 'hall', 'dining_hall', 'waiting_room', 'court_room', 'private_office', 'supply_closet', 'sitting_room', 'business', 'supervisor', 'gym', 'lecture_hall', 'nurses_office', 'courtroom', 'dorms', 'lab', 'staff_room', 'headmaster', 'offices', 'counselor', 'staffroom', 'main_hallway', 'apartment', 'break_room', 'administration_office', 'dining_area', 'little_room', 'front_desk', 'reception', 'nurse', 'u2019s_office', 'form_room', 'clinic', 'gymnasium', 'dinning_hall', 'dorm', 'examination_room', 'conference_room', 'exam_room', 'main_lobby', 'study', 'dormitory', 'back_office', 'detention_room', 'assistant', 'police_station', 'science_room', 'principles_office', 'guidance_office', 'cafu00e9', 'principals_office']"
61,driving,['taxi'],"['audi', 'big_car', 'interstate', 'white_van', 'hotel', 'cabbie', 'taxi_man', 'shopping_center', 'taxis', 'terminal', 'jeep', 'mini_bus', 'porsche', 'apartment_complex', 'cab_driver', 'nearest_starbucks', 'range_rover', 'little_car', 'mini_van', 'suv', 'bus', 'nearest_gas_station', 'student_parking_lot', 'black_limo', 'red_car', 'tow_truck', 'airport_parking_lot', 'driver', 'apartment_block', 'parking_area', 'parking_space', 'limo', 'sports_car', 'black_jeep', 'carpark', 'baggage_claim', 'ferrari', 'nearest_bus_stop', 'car', 'driving', 'black_suv', 'nearest_hotel', 'tram', 'hailed', 'harryu2019s_car', 'limo_driver', 'first_bus', 'subway', 'hummer', 'cadillac', 'parking_garage', 'van', 'schools_parking_lot', 'black_range_rover', 'yellow_cab', 'nearest_hospital', 'black_limousine', 'parents_car', 'city_bus', 'silver_car', 'black_van', 'parking_spot', 'golf_cart', 'school_car_park', 'chauffeur', 'mums_car', 'car_park', 'small_parking_lot', 'rental', 'curb', 'taxi_driver', 'bus_station', 'apartment_building', 'next_train', 'shopping_centre', 'nearest_airport', 'petrol_station', 'moms_car', 'black_mustang', 'air_port', 'black_car', 'cab', 'rental_car', 'bmw', 'taxi_cab', 'next_bus', 'cabs', 'taxi', 'train_station', 'car_lot', 'minivan', 'limousine', 'chauffer', 'freeway', 'small_car', 'dads_car', 'valet', 'nearest_mall', 'cruiser', 'airport', 'lamborghini']"
62,pet,['feed'],"['skin', 'enough_food', 'feeds', 'kill', 'feed', 'drink', 'poison', 'fry', 'pet', 'roast', 'devour', 'bath', 'fatten', 'purge', 'satisfy', 'sell', 'starve', 'bake', 'fed', 'chickens', 'goats', 'starved', 'clothe', 'cook', 'little_food', 'replenish', 'animal_blood', 'bathe', 'fill', 'harvest', 'torture', 'bring', 'eat', 'slaughter', 'meat', 'hunt', 'human_food', 'feeding', 'milk', 'feast']"
63,childish,['hyper'],"['hyper', 'hungover', 'giddy', 'flirtatious', 'enthusiastic', 'crabby', 'moody', 'sassy', 'bossy', 'lively', 'jittery', 'outspoken', 'rowdy', 'excited', 'girly', 'wacky', 'shy', 'hyped', 'grouchy', 'forgetful', 'goofy', 'bipolar', 'carefree', 'fussy', 'talkative', 'sociable', 'childish', 'cuddly', 'hyperactive', 'jolly', 'sporty', 'quirky', 'jumpy', 'hormonal', 'sugar_rush', 'agressive', 'cheerful', 'preppy', 'spontaneous', 'spunky', 'reserved', 'funny', 'active', 'peppy', 'lovable', 'chatty', 'cranky', 'adventurous', 'clingy', 'bubbly', 'pushy', 'obnoxious', 'upbeat', 'energetic', 'irritating', 'grumpy', 'antisocial', 'smiley', 'competitive', 'sarcastic', 'cheery', 'perky', 'chirpy', 'annoying', 'obsessive', 'introverted', 'uptight', 'giggly', 'flirty', 'ditzy', 'freaky', 'excitable', 'outgoing', 'chipper']"
64,cooking,['chowder'],"['cooking', 'alfredo', 'peri', 'kimchi', 'salad', 'cornbread', 'baked_potato', 'baked_chicken', 'hot_wings', 'coleslaw', 'small_salad', 'beef_stew', 'roast_chicken', 'orange_chicken', 'white_rice', 'gumbo', 'spaghetti', 'blt', 'hot_fudge', 'burger', 'carbonara', 'fried_rice', 'baked_potatoes', 'chicken_strips', 'chowder', 'dumplings', 'fresh_strawberries', 'cinnamon_toast_crunch', 'chips', 'noddles', 'caesar_salad', 'chicken_noodle_soup', 'hot_choco', 'potato_salad', 'lasagna', 'waffle_cone', 'coco_puffs', 'fish_fingers', 'strawberry_ice_cream', 'lettuce', 'banana_bread', 'steak']"
65,exasperation,['weariness'],"['tiredness', 'sadness', 'fatigue', 'selfloathing', 'anxiousness', 'anguish', 'weariness', 'melancholy', 'uncertainty', 'unease', 'dejection', 'reluctance', 'inner_turmoil', 'stiffness', 'apathy', 'impatience', 'irritation', 'strain', 'familiarity', 'deep_sadness', 'dread', 'restlessness', 'helplessness', 'grief', 'disorientation', 'insecurity', 'hopelessness', 'calmness', 'dulled', 'trepidation', 'lightness', 'exhaustion', 'despair', 'exasperation', 'vulnerability', 'resolve', 'distrust', 'unhappiness', 'ebbing', 'ebbed', 'resentment', 'tenderness', 'tremor', 'dullness', 'uneasiness', 'smugness', 'revulsion', 'desperation', 'bravado', 'elation', 'heaviness', 'grogginess', 'tenseness', 'agitation', 'numbness', 'lethargy', 'drowsiness', 'indifference', 'wariness', 'sleepiness', 'hostility', 'apprehension']"
66,religion,['pope'],"['queen_victoria', 'old_fool', 'beloved', 'imperial', 'queen_elizabeth', 'king_arthur', 'late_father', 'primus', 'odysseus', 'namesake', 'pureblood', 'white_witch', 'nobleman', 'squire', 'warlord', 'deity', 'chairman', 'pope', 'ancient', 'cleopatra', 'titania', 'overlord', 'englishman', 'religion', 'empress', 'maidens', 'great_king', 'new_king', 'monarch', 'druid', 'griselda', 'disciple', 'winterfell', 'trader', 'imp', 'the_royal_family', 'pharaoh', 'bellona', 'successor', 'hecate', 'sultan', 'vampire_king', 'herald', 'marquess', 'lordship', 'goddesses', 'almighty', 'grim_reaper', 'van_helsing', 'maiden', 'parentage', 'old_king', 'birthright', 'overseer', 'normandy', 'viscount', 'viking', 'eunuch', 'crown', 'jon_snow', 'wizard', 'magi', 'oxborough', 'emperor', 'bard', 'seer', 'babylon', 'royal_guard', 'baron', 'descendent', 'earl', 'chieftain', 'royal_family', 'randolph', 'ambassador', 'prophet', 'underlings', 'councilor', 'selwyn', 'priestess', 'underworld', 'templar', 'goddess', 'hormuze', 'servent']"
67,hipster,['themed'],"['yellow', 'teal', 'neon', 'same_colors', 'theme', 'retro', 'aqua', 'colorful', 'gold_trim', 'humongous', 'vintage', 'white_trim', 'outdoor', 'multi', 'hipster', 'designs', 'colourful', 'blue_flowers', 'decor', 'ornate', 'victorian', 'pastel', 'antique', 'iconic', 'mini', 'painted', 'lime_green', 'themed', 'festive', 'christmas_trees', 'color_scheme', 'colored', 'decoration', '1960', 'decorated', 'classic', 'pink_walls', 'cream_walls', 'beige', 'miniature', 'turquoise', 'urban', 'modern', 'futuristic']"
68,internet,['laptop'],"['night_stand', 'bed_side_table', 'tab', 'printer', 'flash_drive', 'photo_album', 'ipad', 'cd_player', 'study_table', 'labtop', 'logging', 'video_camera', 'cellphone', 'beside_table', 'charger', 'macbook_pro', 'kindle', 'new_tab', 'sketch_book', 'webcam', 'laptop', 'ihome', 'tv_remote', 'night_table', 'iphone', 'mac_book', 'tv', 'desktop', 'typewriter', 'lap_top', 'browser', 'phone', 'remote_control', 'internet', 'computer', 'computer_desk', 'blackberry', 'remote', 'docking_station', 'tablet', 'imac', 'study_desk', 'sketchbook', 'songbook', 'nightstand', 'laptop_screen', 'recorder', 'notebook', 'mobile', 'computer_chair', 'app', 'ipod', 'apps', 'dvd', 'smart_phone', 'bedside_table', 'laptops', 'macbook', 'side_table']"
69,surprise,['stunned'],"['gaped', 'awed', 'mortified', 'dazed', 'entranced', 'bewildered', 'mesmerized', 'confused', 'dumbstruck', 'gaping', 'total_shock', 'complete_awe', 'bewilderment', 'puzzled', 'mesmerised', 'stupefied', 'shocking', 'aback', 'gawked', 'stunned', 'speechless', 'appalled', 'petrified', 'shocked', 'utter_shock', 'gobsmacked', 'paralyzed', 'astonished', 'transfixed', 'awestruck', 'frozen', 'complete_shock', 'frightened', 'awe', 'surprise', 'astonishment', 'baffled', 'shock', 'horrified', 'amazed', 'unfazed', 'dumbfounded', 'startled', 'unaffected', 'flabbergasted', 'froze', 'stunned_silence', 'perplexed', 'astounded', 'surprised', 'aghast']"
70,reading,['essay'],"['maths_homework', 'extra_credit', 'coursework', 'graded', 'textbook', 'assignment', 'math_problems', 'science_test', 'science_project', 'projects', 'pop_quiz', 'review', 'semester', 'psychology', 'rough_draft', 'assignments', 'lesson_plan', 'revising', 'english_essay', 'project', 'group_project', 'english_assignment', 'script', 'manuscripts', 'math_test', 'agenda', 'research_paper', 'final_exam', 'science_homework', 'art_project', 'syllabus', 'presentation', 'essays', 'resume', 'experiment', 'book_report', 'worksheets', 'school_project', 'equations', 'revision', 'new_assignment', 'english_homework', 'quiz', 'history_project', 'report', 'creative_writing', 'manuscript', 'test', 'exam', 'classwork', 'work_sheet', 'calculus', 'worksheet', 'powerpoint', 'application', 'class_work', 'reading', 'equation', 'english_teacher', 'seating_chart', 'english_paper', 'final_exams', 'biography', 'lecture', 'formulas', 'essay', 'first_assignment', 'homework_assignment', 'quizzes', 'exams', 'deadline', 'english_project', 'macbeth', 'novel', 'reviewing', 'physics', 'paragraph', 'revise', 'notes', 'math_homework', 'new_project', 'autobiography', 'homework', 'algebra']"
