,categories,seedwords,words
49,computer,"['portable', 'printout', 'computer', 'download', 'programmer']","['tablet', 'wikipedia', 'search_bar', 'facebook_account', 'ipod', 'manually', 'portable', 'website', 'logging', 'chat_box', 'new_laptop', 'print', 'recordings', 'sites', 'app', 'printout', 'ipod_touch', 'webpage', 'web_page', 'programmer', 'facebook_page', 'pc', 'macbook', 'download', 'software', 'playlists', 'computer', 'google', 'apps', 'printer', 'memory_card', 'hard_drive', 'ipad', 'websites', 'blog', 'search_engine', 'slide_show', 'samsung', 'passwords', 'program', 'internet', 'tapes', 'lap_top', 'computers', 'tab', 'itunes', 'downloaded', 'youtube', 'settings', 'word_document', 'mac_book', 'typewriter', 'memory_stick', 'smart_phone', 'recorder', 'downloading', 'portfolio', 'electronic_device', 'booting', 'desktop', 'key_board', 'flash_drive', 'laptops', 'audio', 'typing', 'keyboard', 'graphs', 'database', 'laptop', 'power_point', 'usb', 'mobile', 'new_tab', 'safari', 'browser', 'log', 'imac', 'school_website', 'homepage', 'home_page', 'kindle', 'ads', 'tumblr', 'mobile_device', 'projector']"
50,college,"['alumnus', 'library', 'college', 'graduating', 'educate']","['education', 'summer_break', 'same_university', 'law_school', 'scholarship', 'online_school', 'cambridge', 'alumnus', 'sophomore_year', 'scholarships', 'this_summer', 'local_college', 'work', 'enroll', 'library', 'summer_camp', 'states', 'seminar', 'medical_school', 'first_year', 'community_college', 'same_high_school', 'entrance_exam', 'final_year', 'second_year', 'harvard', 'secondary_school', 'the_year', 'field_trip', 'highschool', 'online_classes', 'private_school', 'last_semester', 'graduating', 'finals', 'my_senior_year', 'collage', 'graduate', 'holidays', 'the_first_year', 'school_library', 'orientation', 'winter_break', 'school_district', 'christmas_break', 'university', 'classes', 'the_next_year', 'semester', 'sixth_form', 'academy', 'internship', 'nyu', 'gap_year', 'uni', 'public_school', 'summer_school', 'junior_year', 'graduation', 'dream_school', 'exams', 'journalism', 'high_school', 'colleges', 'school', 'art_school', 'ucla', 'abroad', 'next_year', 'stanford', 'second_semester', 'good_school', 'college', 'graduated', 'attending', 'college_classes', 'first_job', 'local_high_school', 'school_year', 'first_week', 'last_year', 'boarding_school', 'the_school_year', 'summer_vacation', 'enrolling', 'schooling', 'oxford', 'universities', 'different_school', 'yale', 'same_college', 'the_second_year', 'studies', 'enrolled', 'this_year', 'projects', 'senior_year', 'educate', 'tutoring', 'first_semester']"
51,optimism,"['glad', 'heartwarming', 'optimism', 'excited', 'excitement']","['overjoyed', 'proud', 'excitement', 'nervous', 'excitment', 'disappointed', 'actually', 'glad', 'thankful', 'upset', 'hopeful', 'relieved', 'exciting', 'eagerness', 'elated', 'enthusiastic', 'enthusiasm', 'happy', 'surprised', 'joy', 'mixed_emotions', 'overwhelmed', 'happiness', 'heartwarming', 'joyous', 'delighted', 'ecstatic', 'thrilled', 'giddy', 'wanted', 'scared', 'anxious', 'joyful', 'eager', 'glee', 'optimism', 'confident', 'great', 'grateful', 'pleased', 'worried', 'excited', 'sad']"
52,stealing,"['steal', 'thief', 'stealing', 'accomplice', 'culprit']","['captured', 'stolen', 'robbing', 'assassinate', 'serial_killer', 'innocents', 'criminals', 'targeting', 'rob', 'crime', 'destroy', 'burglar', 'claim', 'ransom', 'kidnap', 'murdering', 'spy', 'last_resort', 'kidnapping', 'sell', 'robber', 'stole', 'criminal', 'murder', 'stake', 'theft', 'victim', 'accomplice', 'theif', 'kidnapper', 'robbery', 'fugitive', 'mercenary', 'possession', 'terrorist', 'save', 'selling', 'steal', 'killer', 'stealing', 'murderer', 'lure', 'kill', 'suspect', 'capture', 'thief', 'culprit', 'abduct', 'robbers', 'thieves', 'trespassing', 'destroying', 'robbed']"
53,real_estate,"['property', 'supervisor', 'estate', 'resident', 'tax']","['reserve', 'organisation', 'council', 'residents', 'government', 'factory', 'merchant', 'services', 'plantation', 'premises', 'church', 'division', 'companies', 'monastery', 'administration', 'resident', 'the_united_states', 'citizen', 'owners', 'income', 'province', 'institution', 'towns', 'housing', 'police_force', 'compound', 'contractor', 'unit', 'scholars', 'convenience', 'associates', 'boarders', 'headquarters', 'employed', 'workplace', 'real_estate', 'empire', 'brothel', 'the_white_house', 'blacksmith', 'governor', 'commission', 'organization', 'senator', 'employment', 'agency', 'tax', 'businesses', 'personnel', 'inheritance', 'academy', 'founder', 'colony', 'operations', 'settlement', 'property', 'domain', 'community', 'residence', 'providence', 'establishment', 'maintenance', 'corporation', 'parliament', 'household', 'country', 'estates', 'supervisor', 'properties', 'estate', 'capital', 'facility', 'department', 'trade', 'transport', 'buyer', 'ownership', 'keep', 'ambassador', 'county', 'employer', 'region', 'construction']"
54,home,"['driveway', 'reunion', 'home', 'living', 'someplace']","['grandparents', 'big_house', 'country_side', 'family', 'new_home', 'small_place', 'resort', 'new_orleans', 'old_home', 'big_mansion', 'apartments', 'cemetery', 'mansion', 'childhood_home', 'temporary_home', 'family_home', 'someplace', 'house', 'own_house', 'parents_house', 'chicago', 'neighborhood', 'suburbs', 'small_house', 'old_place', 'place', 'precinct', 'staying', 'little_town', 'reunion', 'little_apartment', 'hometown', 'london', 'new_family', 'real_home', 'huge_house', 'live', 'bungalow', 'farm', 'town', 'next_town', 'home', 'small_apartment', 'little_home', 'old_house', 'shack', 'condo', 'orphanage', 'cottage', 'penthouse', 'guest_house', 'old_town', 'new_york_city', 'big_city', 'complex', 'new_place', 'apartment_complex', 'new_house', 'neighbourhood', 'huge_mansion', 'lake_house', 'small_town', 'little_house', 'parents', 'townhouse', 'living', 'driveway', 'lived', 'little_cottage', 'motel', 'kansas', 'beach_house', 'city', 'virginia', 'apartment', 'old_apartment', 'home_town']"
55,divine,"['creator', 'mighty', 'divine', 'hymn', 'god']","['mortal', 'underworld', 'covenant', 'worship', 'whereby', 'the_holy_spirit', 'ruler', 'mount_olympus', 'cursed', 'blessed', 'gods', 'greatest', 'eternal_life', 'saint', 'goddess', 'jesus', 'creation', 'sinner', 'fates', 'saints', 'mankind', 'thy', 'chastity', 'lord', 'lords', 'archangels', 'divine', 'christ', 'destroyer', 'own_right', 'mighty', 'worshipper', 'almighty', 'god', 'nature', 'tyrant', 'divinity', 'spirits', 'crucified', 'deity', 'thou', 'hymn', 'angels', 'fallen_angel', 'devils', 'jesus_christ', 'unholy', 'greek_god', 'legendary', 'godess', 'creations', 'higher_power', 'thee', 'creator', 'hath', 'nobility', 'worshiped', 'other_angels', 'heavens', 'greek', 'offspring', 'greatness', 'forsaken', 'wickedness', 'satan', 'sacred', 'just_man', 'prophet', 'incarnation', 'reincarnation', 'goddesses']"
56,sexual,"['infatuated', 'seduce', 'sexual', 'heterosexual', 'sensual']","['outrageous', 'seduction', 'spiteful', 'intuitive', 'repulsive', 'unattractive', 'imply', 'observant', 'perverted', 'daring', 'petty', 'appalling', 'arousing', 'charming', 'flirting', 'unpredictable', 'appeal', 'platonic', 'likable', 'seducing', 'demanding', 'vulgar', 'sex', 'pleasing', 'intellectual', 'appealing', 'addictive', 'intercourse', 'extreme', 'disliking', 'sinful', 'enticing', 'anal', 'philosophical', 'intimate', 'promiscuous', 'heterosexual', 'crude', 'humorous', 'disconcerting', 'endearing', 'contradicting', 'aggravating', 'aggressive', 'dominating', 'flirtatious', 'volatile', 'sensible', 'needy', 'enamored', 'compliant', 'alluring', 'predictable', 'dishonest', 'attracted', 'impulsive', 'obsessive', 'touchy', 'possessive', 'provocative', 'sexual', 'degrading', 'erotic', 'distasteful', 'undeniably', 'overbearing', 'kinky', 'shameful', 'sentimental', 'cynical', 'subtle', 'tolerant', 'crazed', 'repulsed', 'sensitive', 'arrogant', 'rebellious', 'sensual', 'pleasurable', 'suggestive', 'infuriating', 'obscene', 'blatant', 'shameless', 'inexperienced', 'receptive', 'desirable', 'spontaneous', 'submissive', 'literal', 'meaningful', 'rational', 'aroused', 'foreplay', 'vain', 'dominant', 'infatuated', 'callous', 'overtly', 'seduce', 'harmless', 'irresistible', 'assertive', 'sadistic', 'inappropriate', 'affectionate', 'attractive', 'flirty', 'psychotic', 'seductive', 'compelling', 'admirable', 'seduced', 'laughable', 'likeable', 'straightforward']"
57,fear,"['unbridled', 'uneasiness', 'fear', 'anticipation', 'frightening']","['melancholy', 'weariness', 'fright', 'wildness', 'panic', 'insecurity', 'hysteria', 'discomfort', 'aggression', 'expectation', 'fear', 'wariness', 'turmoil', 'excitement', 'curiousity', 'curiosity', 'frightening', 'hostility', 'emotion', 'hopelessness', 'eagerness', 'whole_being', 'anguish', 'slight_fear', 'resentment', 'trepidation', 'agitation', 'anxiousness', 'bravado', 'familiarity', 'guilt', 'helplessness', 'unease', 'impatience', 'desire', 'malice', 'uneasiness', 'fearful', 'nervousness', 'anger', 'anxiety', 'calmness', 'determination', 'contempt', 'longing', 'rage', 'dread', 'elation', 'yearning', 'exhilaration', 'tremor', 'irritation', 'euphoria', 'despair', 'urgency', 'ferocity', 'apprehension', 'terror', 'unbridled', 'desperation', 'revulsion', 'uncertainty', 'bloodlust', 'fierceness', 'rapture', 'intensity', 'anticipation', 'vulnerability', 'fury']"
58,irritability,"['loathing', 'irritated', 'irritability', 'distaste', 'dismissive']","['irate', 'playfulness', 'agitated', 'displeased', 'accusation', 'loathing', 'unimpressed', 'angered', 'perplexed', 'wariness', 'incredulous', 'dismissive', 'indignant', 'condescension', 'smugness', 'disdain', 'hostility', 'outrage', 'annoyance', 'animosity', 'amused', 'aggravation', 'disconcerted', 'disgust', 'stubbornness', 'irked', 'resentment', 'agitation', 'defiance', 'bravado', 'incredulity', 'disapproval', 'indifference', 'aggression', 'impatience', 'infuriated', 'malice', 'outwardly', 'arrogance', 'uneasiness', 'amusement', 'politeness', 'disinterest', 'dissatisfaction', 'irritability', 'displeasure', 'irritated', 'dislike', 'distrust', 'indignation', 'menace', 'derision', 'contempt', 'scorn', 'harshness', 'irritation', 'suspicion', 'friendliness', 'cockiness', 'protectiveness', 'apprehension', 'distaste', 'reluctance', 'revulsion', 'mockery', 'uncertainty', 'skepticism', 'disliking', 'aggravated', 'appalled', 'discontent', 'unnerved', 'disappointment']"
59,superhero,"['samurai', 'logo', 'superhero', 'masked', 'epic']","['same_kind', 'coordinated', 'representing', 'distinguished', 'emblem', 'accessory', 'rarity', 'camouflage', 'depicting', 'logo', 'emblazoned', 'mascot', 'disguised', 'trademark', 'depicted', 'same_type', 'medieval', 'multi', 'samurai', 'superhero', 'disguise', 'symbol', 'design', 'designed', 'pure_gold', 'classic', 'insignia', 'embellished', 'crafted', 'masked', 'represented', 'legendary', 'epic']"
60,business,"['shipment', 'supplier', 'business', 'internship', 'marketing']","['education', 'community_service', 'business_deal', 'law_school', 'fund', 'marketing', 'intern', 'second_job', 'retirement', 'scholarships', 'government', 'services', 'funds', 'work', 'investigation', 'other_companies', 'only_job', 'medical_school', 'companies', 'specialist', 'administration', 'same_company', 'other_job', 'apprenticeship', 'degree', 'committee', 'new_job', 'maternity_leave', 'income', 'funding', 'personal_assistant', 'company', 'taxes', 'bachelor', 'finance', 'full_time_job', 'institution', 'family_business', 'budget', 'big_company', 'police_force', 'shipments', 'contractor', 'funded', 'accommodation', 'college_degree', 'school_board', 'associates', 'law_firm', 'business', 'industry', 'overseas', 'real_estate', 'investors', 'qualifications', 'university', 'dream_job', 'employment', 'agency', 'businesses', 'investments', 'internship', 'program', 'bachelors', 'other_business', 'interns', 'lawyers', 'bankrupt', 'policy', 'client', 'full_time', 'resume', 'odd_jobs', 'fundraiser', 'colleges', 'hiring', 'accounting', 'publishing_company', 'modeling_agency', 'abroad', 'meetings', 'corporation', 'businessman', 'work_experience', 'college', 'research', 'promoted', 'insurance', 'first_job', 'shipment', 'important_business', 'clients', 'job', 'old_job', 'schooling', 'membership', 'oxford', 'new_company', 'universities', 'banker', 'conference', 'renovations', 'profession', 'accountant', 'same_job', 'promotion', 'department', 'jobs', 'part_time', 'expenses', 'investment', 'finances', 'summer_job', 'bosses', 'mechanic', 'part_time_job', 'financial_problems', 'employer', 'applications', 'lawyer', 'sales', 'supplier', 'military']"
61,driving,"['neighborhood', 'license', 'driving', 'rev', 'valet']","['old_car', 'black_suv', 'parking_space', 'motorway', 'other_car', 'driver', 'nice_car', 'new_car', 'taxi_driver', 'bicycle', 'cabbie', 'many_cars', 'parents_car', 'bike', 'same_car', 'buses', 'parking_garage', 'freeway', 'cab', 'chauffeur', 'cars', 'first_car', 'gas_station', 'back_roads', 'car_park', 'ferrari', 'family_car', 'dealership', 'u2019s_car', 'camaro', 'sports_car', 'driving', 'subdivision', 'motorcycles', 'park', 'mini_van', 'neighborhood', 'tow_truck', 'drive_way', 'main_road', 'rental', 'drivers', 'motorcycle', 'interstate', 'range_rover', 'lamborghini', 'honda', 'schools_parking_lot', 'limousine', 'parking_lot', 'back_road', 'highway', 'truck', 'bus_station', 'golf_cart', 'other_cars', 'vehicle', 'garage', 'short_drive', 'next_town', 'parking_spot', 'shopping_center', 'black_mustang', 'dads_car', 'suv', 'chevy', 'subway', 'hummer', 'only_car', 'jeep', 'taxis', 'high_way', 'cab_driver', 'pickup', 'complex', 'drive', 'car', 'apartment_complex', 'prius', 'porsche', 'petrol_station', 'valet', 'drove', 'mustang', 'expensive_car', 'rev', 'driveway', 'school_car_park', 'motel', 'parking_area', 'cruiser', 'own_car', 'pickup_truck', 'downtown', 'little_car', 'rental_car', 'parking', 'minivan', 'motorbike', 'fancy_car', 'licence', 'cabs', 'red_car', 'parked', 'license']"
62,pet,"['bark', 'cat', 'pet', 'feline', 'affectionately']","['mouse', 'bark', 'monkey', 'black_cat', 'sparrow', 'paw', 'creature', 'bear', 'snake', 'lioness', 'panther', 'affectionately', 'goat', 'pet', 'fawn', 'crocodile', 'nest', 'cat', 'pup', 'pelt', 'dragon', 'boar', 'fox', 'spider', 'hound', 'paws', 'rodent', 'shecat', 'cub', 'coyote', 'lion', 'feline', 'crow', 'rabbit', 'cougar', 'dog', 'serpent', 'foal', 'bird', 'badger', 'bunny', 'frog', 'vulture', 'rat', 'fur', 'tiger', 'squirrel', 'tail', 'filly', 'snout', 'muzzle', 'falcon', 'animal', 'lizard', 'kitten']"
63,childish,"['giddy', 'whining', 'childish', 'mischievous', 'jokingly']","['moody', 'comical', 'perverted', 'goofy', 'four_year_old', 'enthusiastic', 'childish', 'annoyed', 'five_year_old', 'giggly', 'energetic', 'dramatic', 'irritating', 'sarcastic', 'sympathetic', 'silly', 'playful', 'envious', 'bashful', 'cheerful', 'cocky', 'defensive', 'jokingly', 'ridiculous', 'hyperactive', 'humorous', 'endearing', 'flirtatious', 'edgy', 'devious', 'funny', 'idiotic', 'six_year_old', 'hysterical', 'jittery', 'mischievous', 'whining', 'possessive', 'uptight', 'childlike', 'two_year_old', 'overbearing', 'carefree', 'excitable', 'glum', 'cynical', 'cheery', 'chipper', 'bubbly', 'usual_self', 'motherly', 'elated', 'rebellious', 'infuriating', 'irritated', 'hyper', 'giddy', 'stubborn', 'joyful', 'lighthearted', 'chirpy', 'angry', 'shy', 'innocent', 'amused', 'amusing', 'inquisitive', 'embarrassed', 'jumpy', 'smug', 'annoying', 'affectionate', 'flirty', 'jolly', 'obnoxious', 'whiny', 'cheeky', 'unsettled', 'adorable', 'immature']"
64,cooking,"['marinate', 'preheat', 'cooking', 'burner', 'microwave']","['griddle', 'steaks', 'cheerios', 'ravioli', 'pop_tarts', 'tomato_soup', 'frosted_flakes', 'biscuits', 'bagels', 'noodles', 'preheat', 'huge_plate', 'favorite_breakfast', 'bagel', 'oatmeal', 'burners', 'dished', 'fried_eggs', 'big_plate', 'spaghetti_sauce', 'pancake_mix', 'buttered', 'waffle', 'roasted_chicken', 'bacon', 'omelets', 'poptarts', 'spagetti', 'brownies', 'pantry', 'cereal', 'hot_pocket', 'sausages', 'chocolate_cake', 'meatloaf', 'burner', 'tea_kettle', 'curry', 'pasta', 'meatballs', 'fruit_loops', 'lucky_charms', 'batter', 'stove_top', 'lasagne', 'macaroni', 'bacon_strips', 'dishwasher', 'veggies', 'delicious_breakfast', 'sausage', 'pork_chops', 'fried_chicken', 'oven', 'cooking', 'hot_dogs', 'apple_pie', 'more_pancakes', 'mashed_potatoes', 'hot_food', 'small_bowl', 'mixing_bowl', 'plates', 'plate', 'omelet', 'frozen_pizza', 'lasagna', 'toaster', 'plateful', 'roast_chicken', 'rice', 'muffins', 'tortillas', 'stir_fry', 'omelette', 'fruit_salad', 'casserole', 'large_plate', 'ham_sandwich', 'last_batch', 'bowel', 'blender', 'stew', 'grill', 'kitchen', 'marinate', 'refridgerator', 'mashed_potato', 'ingredients', 'ramen_noodles', 'frige', 'bowl', 'waffles', 'pan', 'roast', 'crackers', 'croissants', 'enchiladas', 'cooker', 'favorite_meal', 'toast', 'own_plate', 'scrambled_eggs', 'left_overs', 'plating', 'cooked', 'hash_browns', 'fridge', 'chicken_soup', 'stove', 'mash_potatoes', 'baking', 'eggs', 'leftover_pizza', 'last_plate', 'bowls', 'chocolate_chip_cookies', 'leftovers', 'bacons', 'small_plate', 'refrigerator', 'green_beans', 'grilled_cheese_sandwiches', 'hot_pan', 'microwaved', 'cinnamon_rolls', 'chicken_noodle_soup', 'favorite_cereal', 'coffee_machine', 'soup', 'pizza_rolls', 'grilled_cheese', 'cinnamon_buns', 'garlic_bread', 'french_toast', 'microwave', 'pancakes', 'big_bowl', 'delicious_food', 'frying', 'cereals', 'sandwhiches', 'skillet', 'big_pot', 'cookie_dough', 'cornflakes', 'turkey', 'porridge', 'chocolate_chip_pancakes', 'dish', 'coffee_maker', 'chocolate_pancakes', 'delicious_pancakes', 'spaghetti', 'freezer', 'kettle', 'hot_pockets', 'blueberry_pancakes', 'dish_washer', 'chili']"
65,exasperation,"['disbelief', 'angered', 'exasperation', 'anguished', 'relent']","['angered', 'incredulous', 'accusation', 'unimpressed', 'perplexed', 'vehemently', 'utter_shock', 'anguished', 'bemused', 'disdain', 'outrage', 'annoyance', 'amused', 'pure_fear', 'aggravation', 'relent', 'disgust', 'disbelieving', 'slight_fear', 'defiance', 'agitation', 'utter_disbelief', 'incredulity', 'disapproval', 'utter_disgust', 'bewilderment', 'frustration', 'exasperation', 'amusement', 'infuriated', 'impatience', 'pure_anger', 'astonishment', 'anger', 'bewildered', 'displeasure', 'indignation', 'exasperated', 'pained', 'incredulously', 'contempt', 'consternation', 'irritation', 'pure_horror', 'pure_hatred', 'enraged', 'aghast', 'outraged', 'dissapointment', 'shock', 'disbelief', 'distaste', 'pure_rage', 'confusion', 'puzzlement', 'seething', 'utter_confusion', 'skepticism', 'appalled', 'discontent', 'fury', 'disappointment']"
66,religion,"['decree', 'pew', 'religion', 'funeral', 'belief']","['ancestors', 'worship', 'council', 'own_people', 'creation', 'purposes', 'bloodline', 'kingdom', 'obligations', 'penance', 'church', 'funeral', 'legacy', 'teachings', 'morals', 'treachery', 'poverty', 'deeds', 'yagya', 'knowledge', 'heritage', 'association', 'nobility', 'greatness', 'afterlife', 'family_name', 'imprisonment', 'terms', 'upbringing', 'leadership', 'death_sentence', 'marriage', 'slavery', 'basis', 'morality', 'mortality', 'wealth', 'circumstance', 'jews', 'human_life', 'nation', 'devotion', 'empire', 'yog', 'conception', 'declaration', 'claims', 'decree', 'salvation', 'limitations', 'justice', 'tragedy', 'exile', 'loyalty', 'moreover', 'successor', 'inheritance', 'pew', 'downfall', 'gita', 'revolution', 'folly', 'monarch', 'condemned', 'belief', 'ideal', 'beliefs', 'fates', 'resurrection', 'sole_purpose', 'community', 'mankind', 'witness', 'christianity', 'judgment', 'rebellion', 'affairs', 'execution', 'values', 'islam', 'arjun', 'prophets', 'demise', 'virtue', 'culture', 'sacrifice', 'injustice', 'discrimination', 'betrothal', 'equality', 'muslims', 'necessity', 'krishn', 'lineage', 'laws', 'trial', 'religion', 'prophet', 'doubtless', 'society', 'whereby', 'preached', 'traditions', 'prejudice', 'conditions', 'ruling', 'potential', 'priests', 'principles', 'rightly', 'thus', 'independence', 'corruption', 'deity', 'ambition', 'testimony', 'ownership', 'spouse', 'creations', 'higher_power', 'discovery', 'capacity', 'importance', 'therefore', 'realm', 'merit']"
67,hipster,"['trendy', 'looking', 'hipster', 'retro', 'attire']","['chic', 'dark_clothing', 'dressing', 'casual_look', 'skater', 'apparel', 'hair_style', 'trendy', 'whole_outfit', 'costume', 'stylish', 'wore', 'outfit', 'uniform', 'fashionable', 'wearing', 'designer', 'vintage', 'dressed', 'nerdy_glasses', 'tuxedo', 'fancy_dress', 'style', 'dark_clothes', 'plain', 'black_clothing', 'modeled', 'business_suit', 'attire', 'looking', 'suspenders', 'matching', 'getup', 'designer_clothes', 'retro', 'black_clothes', 'same_style', 'dark_colors', 'hipster', 'gothic', 'hairstyle', 'black_outfit']"
68,internet,"['research', 'access', 'internet', 'dating', 'email']","['contact', 'contracts', 'account', 'via', 'anonymously', 'article', 'download', 'connections', 'profiles', 'articles', 'archives', 'communication', 'interactions', 'records', 'wikipedia', 'reports', 'personal_information', 'passwords', 'biography', 'wattpad', 'facebook_account', 'resume', 'investigation', 'application', 'colleges', 'emails', 'website', 'little_research', 'database', 'software', 'online', 'downloaded', 'google', 'facebook', 'emailed', 'youtube', 'information', 'companies', 'googled', 'media', 'recordings', 'program', 'accounts', 'worldwide', 'access', 'recently', 'dating', 'omegle', 'tabloids', 'sites', 'sources', 'researching', 'communications', 'app', 'subscribers', 'research', 'info', 'verified', 'more_information', 'advertisement', 'websites', 'lists', 'downloading', 'social_media', 'blog', 'applications', 'timeline', 'agency', 'internet', 'researched', 'email']"
69,surprise,"['amusement', 'mystified', 'surprise', 'stun', 'outburst']","['playfulness', 'incredulous', 'accusation', 'concern', 'wariness', 'response', 'utter_shock', 'absolute_horror', 'curiousity', 'bemused', 'boldness', 'curiosity', 'disdain', 'outrage', 'hostility', 'pure_shock', 'annoyance', 'slight_shock', 'amused', 'widened_eyes', 'mirth', 'eagerness', 'horror', 'puzzled', 'slight_fear', 'enthusiasm', 'defiance', 'bemusement', 'incredulity', 'disapproval', 'stun', 'slight_amusement', 'bewilderment', 'impatience', 'amusement', 'slight_confusion', 'retort', 'surprised_expression', 'astonishment', 'nonchalance', 'triumphant', 'bewildered', 'displeasure', 'sudden_outburst', 'serious_expression', 'indignation', 'contempt', 'remark', 'consternation', 'amazement', 'discontent', 'irritation', 'seriousness', 'stern_expression', 'recognition', 'sudden_anger', 'bluntness', 'surprise', 'shock', 'reaction', 'disbelief', 'distaste', 'apprehension', 'outburst', 'confusion', 'puzzlement', 'horrified_expression', 'utter_confusion', 'admiration', 'skepticism', 'uncertainty', 'expression', 'shocked_expression', 'mystified', 'disappointment']"
70,reading,"['publish', 'creative', 'reading', 'compilation', 'exam']","['entire_book', 'revision', 'novel', 'biography', 'new_stories', 'authors', 'reading', 'other_fanfics', 'first_paragraph', 'other_books', 'short_stories', 'upload', 'rewriting', 'review', 'reviews', 'edit', 'publish', 'writing', 'revise', 'first_draft', 'posting', 'few_chapters', 'prologue', 'published', 'paragraph', 'creative', 'book', 'prompt', 'first_two_chapters', 'own_ideas', 'other_stories', 'chapters', 'fan_fiction', 'essays', 'read', 'rough_draft', 'blurb', 'compilation', 'wattpad', 'new_idea', 'summary', 'chapter', 'entries', 'short_story', 'reviewing', 'wright', 'post', 'second_book', 'revised', 'revising', 'good_books', 'critique', 'autobiography', 'story', 'actual_story', 'other_book', 'new_ideas', 'writting', 'rewrite', 'fanfiction', 'fanfic', 'editing', 'trilogy', 'synopsis', 'exam', 'next_book', 'write', 'fanfics', 'summaries', 'own_story', 'new_book', 'essay', 'whole_book', 'fanfictions', 'fan_fictions', 'different_book', 'poems', 'publishing', 'drafts', 'third_book']"
71,worship,"['deity', 'religious', 'worship', 'devoted', 'divinity']","['worship', 'christians', 'possess', 'creation', 'preaching', 'honorable', 'integrity', 'nurtured', 'enslaved', 'corrupted', 'penance', 'unworthy', 'devoted', 'democracy', 'condemn', 'teachings', 'morals', 'deeds', 'yagya', 'alienated', 'defiled', 'human_nature', 'nobility', 'creator', 'worshiped', 'bestow', 'offspring', 'greatness', 'exploitation', 'devote', 'divinity', 'governed', 'deities', 'morality', 'humility', 'wealth', 'equal', 'attain', 'influencing', 'representation', 'devotion', 'seers', 'yog', 'persecuted', 'ideals', 'worshiping', 'praise', 'incarnation', 'condemned', 'aspire', 'fates', 'human_beings', 'mankind', 'christianity', 'individual', 'worshipper', 'glorify', 'values', 'embody', 'worshipping', 'prophets', 'valued', 'virtue', 'culture', 'pledged', 'ruled', 'discrimination', 'equality', 'muslims', 'lineage', 'religion', 'prophet', 'revered', 'whereby', 'preached', 'greatest', 'traditions', 'prejudice', 'ruling', 'rules', 'priests', 'religious', 'despised', 'spiritual', 'descendants', 'virtues', 'preach', 'deity', 'ambition', 'worshipped', 'intellect', 'corrupt', 'glorified', 'benevolent', 'creations', 'higher_power', 'just_man', 'reincarnation', 'islam', 'merit']"
72,leader,"['successor', 'dictatorship', 'leader', 'employer', 'senate']","['royal_guard', 'organisation', 'council', 'dictatorship', 'deputy', 'protectors', 'descendant', 'lieutenant', 'legion', 'bloodline', 'emperor', 'rank', 'division', 'elite', 'personal_guard', 'advisors', 'informant', 'coven', 'nobleman', 'association', 'president', 'rival', 'appointed', 'chief', 'brotherhood', 'leadership', 'protector', 'subordinate', 'order', 'pack', 'police_force', 'commanders', 'associates', 'kin', 'new_leader', 'marines', 'empire', 'assassins', 'guardians', 'mercenary', 'dictator', 'governor', 'representative', 'organization', 'senator', 'successor', 'chosen', 'veteran', 'monarch', 'commanding_officer', 'founder', 'subordinates', 'platoon', 'enforcer', 'watcher', 'pack_leader', 'general', 'knights', 'leader', 'elected', 'politician', 'royal_family', 'allied', 'advisor', 'appoint', 'clan', 'masters', 'heir', 'lineage', 'higher_rank', 'former', 'best_warriors', 'senate', 'empress', 'leaders', 'counsel', 'fellowship', 'descendants', 'crown', 'tyrant', 'guardian', 'generals', 'commander', 'opposition', 'cult', 'elders', 'heirs', 'inner_circle', 'ambassador', 'employer', 'new_king', 'tribe', 'army']"
73,independence,"['activist', 'resourceful', 'independence', 'visionary', 'idealistic']","['society', 'visionary', 'upbringing', 'independent', 'leadership', 'ideal', 'temperament', 'strived', 'prejudice', 'honorable', 'integrity', 'morality', 'whims', 'scholar', 'shortcomings', 'potential', 'accomplishments', 'flawed', 'own_right', 'spiritual', 'profession', 'selflessness', 'discipline', 'invaluable', 'exceptional', 'decorum', 'aspiration', 'ambitious', 'independence', 'resourceful', 'influential', 'ambition', 'prestige', 'yog', 'intellect', 'virtue', 'activist', 'yagya', 'heritage', 'equality', 'ambitions', 'capabilities', 'honourable', 'aspects', 'nobility', 'limitations', 'warfare', 'diplomacy', 'cunning', 'ideals', 'idealistic', 'mastery', 'renowned', 'merit', 'modern_world']"
74,movement,"['sprint', 'race', 'movement', 'run', 'slower']","['quick_turn', 'near', 'snail', 'sprinting', 'pursuers', 'sprinted', 'descend', 'racing', 'stopping', 'zoom', 'run', 'retreat', 'jump', 'descent', 'fast_pace', 'high_speed', 'climb', 'limp', 'walking', 'faster', 'slow', 'mad_dash', 'top_speed', 'speed', 'dart', 'slowing', 'accelerated', 'quick_pace', 'swing', 'slow_pace', 'motion', 'steps', 'scamper', 'scurry', 'running', 'race', 'full_speed', 'gallop', 'stride', 'drag', 'pass', 'stumble', 'dash', 'pull', 'reach', 'exit', 'slowed', 'leap', 'walk', 'trot', 'speeds', 'descending', 'movement', 'movements', 'advance', 'move', 'speeding', 'ascend', 'full_sprint', 'jog', 'fast', 'slower', 'pace', 'sped', 'accelerate', 'quicker', 'galloping', 'farther', 'raced', 'step', 'stagger', 'back', 'quicken', 'sprint', 'rush', 'steady_pace', 'bolt', 'circle', 'scramble', 'trek']"
