,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,Chi,NB,1,0.7222222222222223,0.6296296296296297,13,4,7,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0],19157
1,Chi,LR1,1,0.7222222222222223,0.6296296296296297,13,4,7,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0],19157
2,Chi,SVC1,1,0.7567567567567567,0.6666666666666666,14,4,7,2,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0],19157
3,Chi,SVC2,1,0.8,0.7037037037037037,16,3,8,0,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],19157
4,Chi,SVC3,1,0.7894736842105263,0.7037037037037037,15,4,7,1,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0],19157
5,Chi,SVC4,1,0.7222222222222223,0.6296296296296297,13,4,7,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0],19157
6,Chi,kNN3,1,0.7222222222222223,0.6296296296296297,13,4,7,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0],19157
7,Chi,kNN5,1,0.7222222222222223,0.6296296296296297,13,4,7,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0],19157
8,Chi,NB,2,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 0],19157
9,Chi,LR1,2,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 1 1],19157
10,Chi,SVC1,2,0.8108108108108109,0.7407407407407407,15,5,6,1,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0],19157
11,Chi,SVC2,2,0.8421052631578948,0.7777777777777778,16,5,6,0,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1],19157
12,Chi,SVC3,2,0.8421052631578948,0.7777777777777778,16,5,6,0,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1],19157
13,Chi,SVC4,2,0.7058823529411765,0.6296296296296297,12,5,6,4,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 0 0 0 1 0],19157
14,Chi,kNN3,2,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0],19157
15,Chi,kNN5,2,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 0],19157
16,Chi,NB,3,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 0],19157
17,Chi,LR1,3,0.8108108108108109,0.7407407407407407,15,5,6,1,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1],19157
18,Chi,SVC1,3,0.8108108108108109,0.7407407407407407,15,5,6,1,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0],19157
19,Chi,SVC2,3,0.8205128205128205,0.7407407407407407,16,4,7,0,[1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1],19157
20,Chi,SVC3,3,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1],19157
21,Chi,SVC4,3,0.7567567567567567,0.6666666666666666,14,4,7,2,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1],19157
22,Chi,kNN3,3,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0],19157
23,Chi,kNN5,3,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 0],19157
24,Chi,NB,4,0.6875,0.6296296296296297,11,6,5,5,[0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 0],19157
25,Chi,LR1,4,0.7999999999999999,0.7407407407407407,14,6,5,2,[0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1],19157
26,Chi,SVC1,4,0.7999999999999999,0.7407407407407407,14,6,5,2,[0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1],19157
27,Chi,SVC2,4,0.8205128205128205,0.7407407407407407,16,4,7,0,[1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1],19157
