,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,Chi,NB,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
1,Chi,LR1,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
2,Chi,SVC1,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
3,Chi,SVC2,1,0.7000000000000001,0.5555555555555556,14,1,10,2,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1],37574
4,Chi,SVC3,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
5,Chi,SVC4,1,0.7368421052631579,0.6296296296296297,14,3,8,2,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1],37574
6,Chi,kNN3,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
7,Chi,kNN5,1,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 1],37574
8,Chi,NB,2,0.6666666666666665,0.5555555555555556,12,3,8,4,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 1 1],37574
9,Chi,LR1,2,0.6486486486486486,0.5185185185185185,12,2,9,4,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 1],37574
10,Chi,SVC1,2,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 0 0 1 1],37574
11,Chi,SVC2,2,0.6842105263157896,0.5555555555555556,13,2,9,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1],37574
12,Chi,SVC3,2,0.6842105263157896,0.5555555555555556,13,2,9,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1],37574
13,Chi,SVC4,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1],37574
14,Chi,kNN3,2,0.6486486486486486,0.5185185185185185,12,2,9,4,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 1],37574
15,Chi,kNN5,2,0.6285714285714286,0.5185185185185185,11,3,8,5,[1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 0 0 1 1],37574
16,Chi,NB,3,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
17,Chi,LR1,3,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
18,Chi,SVC1,3,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
19,Chi,SVC2,3,0.6486486486486486,0.5185185185185185,12,2,9,4,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1],37574
20,Chi,SVC3,3,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
21,Chi,SVC4,3,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1],37574
22,Chi,kNN3,3,0.5714285714285714,0.4444444444444444,10,2,9,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1],37574
23,Chi,kNN5,3,0.5454545454545455,0.4444444444444444,9,3,8,7,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1],37574
24,Chi,NB,4,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
25,Chi,LR1,4,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
26,Chi,SVC1,4,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
27,Chi,SVC2,4,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
28,Chi,SVC3,4,0.6111111111111112,0.4814814814814815,11,2,9,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 1],37574
29,Chi,SVC4,4,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
30,Chi,kNN3,4,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1],37574
31,Chi,kNN5,4,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1],37574
32,Chi,NB,5,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
33,Chi,LR1,5,0.6060606060606061,0.5185185185185185,10,4,7,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 1],37574
34,Chi,SVC1,5,0.5625,0.4814814814814815,9,4,7,7,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1],37574
35,Chi,SVC2,5,0.6470588235294118,0.5555555555555556,11,4,7,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1],37574
36,Chi,SVC3,5,0.6666666666666665,0.5555555555555556,12,3,8,4,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1],37574
37,Chi,SVC4,5,0.6470588235294118,0.5555555555555556,11,4,7,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 0 1 1],37574
38,Chi,kNN3,5,0.6060606060606061,0.5185185185185185,10,4,7,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1],37574
39,Chi,kNN5,5,0.5625,0.4814814814814815,9,4,7,7,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1],37574
40,Chi,NB,6,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
41,Chi,LR1,6,0.6060606060606061,0.5185185185185185,10,4,7,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 1],37574
42,Chi,SVC1,6,0.5625,0.4814814814814815,9,4,7,7,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1],37574
43,Chi,SVC2,6,0.6470588235294118,0.5555555555555556,11,4,7,5,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0 1 1],37574
44,Chi,SVC3,6,0.6666666666666665,0.5555555555555556,12,3,8,4,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1],37574
45,Chi,SVC4,6,0.6857142857142857,0.5925925925925926,12,4,7,4,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1],37574
46,Chi,kNN3,6,0.6060606060606061,0.5185185185185185,10,4,7,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1],37574
47,Chi,kNN5,6,0.5625,0.4814814814814815,9,4,7,7,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1],37574
48,Chi,NB,7,0.5882352941176471,0.4814814814814815,10,3,8,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 0 1 1],37574
49,Chi,LR1,7,0.6857142857142857,0.5925925925925926,12,4,7,4,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 1 0 1 1],37574
50,Chi,SVC1,7,0.6060606060606061,0.5185185185185185,10,4,7,6,[1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1],37574
51,Chi,SVC2,7,0.6486486486486486,0.5185185185185185,12,2,9,4,[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 0 1 1],37574
