,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,Chi,NB,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
1,Chi,LR1,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
2,Chi,SVC1,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
3,Chi,SVC2,1,0.7804878048780487,0.6666666666666666,16,2,9,0,[1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
4,Chi,SVC3,1,0.7804878048780487,0.6666666666666666,16,2,9,0,[1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
5,Chi,SVC4,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
6,Chi,kNN3,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
7,Chi,kNN5,1,0.8,0.7037037037037037,16,3,8,0,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1086
8,Chi,NB,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
9,Chi,LR1,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
10,Chi,SVC1,2,0.7368421052631579,0.6296296296296297,14,3,8,2,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],1086
11,Chi,SVC2,2,0.7692307692307693,0.6666666666666666,15,3,8,1,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],1086
12,Chi,SVC3,2,0.7692307692307693,0.6666666666666666,15,3,8,1,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],1086
13,Chi,SVC4,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
14,Chi,kNN3,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
15,Chi,kNN5,2,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
16,Chi,NB,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
17,Chi,LR1,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
18,Chi,SVC1,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
19,Chi,SVC2,3,0.7692307692307693,0.6666666666666666,15,3,8,1,[1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],1086
20,Chi,SVC3,3,0.75,0.6296296296296297,15,2,9,1,[1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1],1086
21,Chi,SVC4,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
22,Chi,kNN3,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
23,Chi,kNN5,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1],1086
