,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,Chi,NB,1,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
1,Chi,LR1,1,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
2,Chi,SVC1,1,0.7567567567567567,0.6666666666666666,14,4,7,2,[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
3,Chi,SVC2,1,0.75,0.6296296296296297,15,2,9,1,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],5930
4,Chi,SVC3,1,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],5930
5,Chi,SVC4,1,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
6,Chi,kNN3,1,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
7,Chi,kNN5,1,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
8,Chi,NB,2,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
9,Chi,LR1,2,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
10,Chi,SVC1,2,0.7894736842105263,0.7037037037037037,15,4,7,1,[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],5930
11,Chi,SVC2,2,0.75,0.6296296296296297,15,2,9,1,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1],5930
12,Chi,SVC3,2,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],5930
13,Chi,SVC4,2,0.7777777777777777,0.7037037037037037,14,5,6,2,[0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1],5930
14,Chi,kNN3,2,0.7894736842105263,0.7037037037037037,15,4,7,1,[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],5930
15,Chi,kNN5,2,0.7894736842105263,0.7037037037037037,15,4,7,1,[0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1],5930
