,Engineering,model,nFeatures,F1,Accuracy,truePos,trueNeg,falsePos,falseNeg,predictions,randomSeed
0,Chi,NB,1,0.7317073170731707,0.5925925925925926,15,1,10,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
1,Chi,LR1,1,0.7317073170731707,0.5925925925925926,15,1,10,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
2,Chi,SVC1,1,0.7317073170731707,0.5925925925925926,15,1,10,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
3,Chi,SVC2,1,0.7317073170731707,0.5925925925925926,15,1,10,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
4,Chi,SVC3,1,0.7317073170731707,0.5925925925925926,15,1,10,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
5,Chi,SVC4,1,0.7000000000000001,0.5555555555555556,14,1,10,2,[0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
6,Chi,kNN3,1,0.7000000000000001,0.5555555555555556,14,1,10,2,[0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
7,Chi,kNN5,1,0.7000000000000001,0.5555555555555556,14,1,10,2,[0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1],73566
8,Chi,NB,2,0.7368421052631579,0.6296296296296297,14,3,8,2,[0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
9,Chi,LR1,2,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
10,Chi,SVC1,2,0.742857142857143,0.6666666666666666,13,5,6,3,[0 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
11,Chi,SVC2,2,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
12,Chi,SVC3,2,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
13,Chi,SVC4,2,0.625,0.5555555555555556,10,5,6,6,[0 1 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1],73566
14,Chi,kNN3,2,0.7058823529411765,0.6296296296296297,12,5,6,4,[0 1 1 0 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
15,Chi,kNN5,2,0.6857142857142857,0.5925925925925926,12,4,7,4,[0 1 1 0 1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
16,Chi,NB,3,0.7027027027027026,0.5925925925925926,13,3,8,3,[0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
17,Chi,LR1,3,0.6470588235294118,0.5555555555555556,11,4,7,5,[0 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
18,Chi,SVC1,3,0.6666666666666667,0.5925925925925926,11,5,6,5,[0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
19,Chi,SVC2,3,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
20,Chi,SVC3,3,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
21,Chi,SVC4,3,0.625,0.5555555555555556,10,5,6,6,[0 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1],73566
22,Chi,kNN3,3,0.625,0.5555555555555556,10,5,6,6,[0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
23,Chi,kNN5,3,0.5806451612903225,0.5185185185185185,9,5,6,7,[0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1],73566
24,Chi,NB,4,0.7368421052631579,0.6296296296296297,14,3,8,2,[0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
25,Chi,LR1,4,0.6857142857142857,0.5925925925925926,12,4,7,4,[0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
26,Chi,SVC1,4,0.6666666666666667,0.5925925925925926,11,5,6,5,[0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
27,Chi,SVC2,4,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
28,Chi,SVC3,4,0.7692307692307693,0.6666666666666666,15,3,8,1,[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1],73566
29,Chi,SVC4,4,0.6666666666666667,0.5925925925925926,11,5,6,5,[0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1],73566
30,Chi,kNN3,4,0.5806451612903225,0.5185185185185185,9,5,6,7,[0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1],73566
31,Chi,kNN5,4,0.5806451612903225,0.5185185185185185,9,5,6,7,[0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 1 1],73566
32,Chi,NB,5,0.6451612903225806,0.5925925925925926,10,6,5,6,[0 1 0 0 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 1 1 1],73566
